salesheader_key,sales_order_id,customer_key,territory_key,salesperson_key,shipmethod_key,order_date_key,ship_date_key,due_date_key,subtotal,tax_amount,freight,total_due,days_to_ship,online_order_flag,order_number
16726,60384,2490,9,,1,20131118,20131125,20131130,36.96,2.9568,0.924,40.8408,7,true,SO60384
16727,60385,1210,9,,1,20131118,20131125,20131130,21.98,1.7584,0.5495,24.2879,7,true,SO60385
16728,60386,11310,9,,1,20131118,20131125,20131130,4.99,0.3992,0.1248,5.514,7,true,SO60386
16729,60387,6392,9,,1,20131118,20131125,20131130,47.97,3.8376,1.1993,53.0069,7,true,SO60387
16730,60388,11293,9,,1,20131118,20131125,20131130,34.99,2.7992,0.8748,38.664,7,true,SO60388
16731,60389,956,9,,1,20131118,20131125,20131130,58.47,4.6776,1.4618,64.6094,7,true,SO60389
16732,60390,12768,9,,1,20131118,20131125,20131130,36.59,2.9272,0.9148,40.432,7,true,SO60390
16733,60391,11332,8,,1,20131118,20131125,20131130,1709.98,136.7984,42.7495,1889.5279,7,true,SO60391
16734,60392,17169,10,,1,20131118,20131125,20131130,1744.97,139.5976,43.6243,1928.1919,7,true,SO60392
16735,60393,4593,7,,1,20131118,20131125,20131130,2452.34,196.1872,61.3085,2709.8357,7,true,SO60393
16736,60394,645,4,,1,20131118,20131125,20131130,8.99,0.7192,0.2248,9.934,7,true,SO60394
16737,60395,5517,6,,1,20131118,20131125,20131130,3.99,0.3192,0.0998,4.409,7,true,SO60395
16738,60396,1923,4,,1,20131118,20131125,20131130,35.23,2.8184,0.8808,38.9292,7,true,SO60396
16739,60397,6015,1,,1,20131118,20131125,20131130,89.46,7.1568,2.2365,98.8533,7,true,SO60397
16740,60398,12670,1,,1,20131118,20131125,20131130,37.27,2.9816,0.9318,41.1834,7,true,SO60398
16741,60399,17838,4,,1,20131118,20131125,20131130,4.99,0.3992,0.1248,5.514,7,true,SO60399
16742,60400,9717,1,,1,20131118,20131125,20131130,7.28,0.5824,0.182,8.0444,7,true,SO60400
16743,60401,15807,6,,1,20131118,20131125,20131130,36.96,2.9568,0.924,40.8408,7,true,SO60401
16744,60402,10105,6,,1,20131118,20131125,20131130,29.93,2.3944,0.7483,33.0727,7,true,SO60402
16745,60403,7748,10,,1,20131118,20131125,20131130,21.98,1.7584,0.5495,24.2879,7,true,SO60403
16746,60404,18887,7,,1,20131118,20131125,20131130,133.49,10.6792,3.3373,147.5065,7,true,SO60404
16747,60405,11298,7,,1,20131118,20131125,20131130,39.99,3.1992,0.9998,44.189,7,true,SO60405
16748,60406,2803,7,,1,20131118,20131125,20131130,35,2.8,0.875,38.675,7,true,SO60406
16749,60407,2079,10,,1,20131118,20131125,20131130,144.47,11.5576,3.6118,159.6394,7,true,SO60407
16750,60408,12868,10,,1,20131118,20131125,20131130,23.78,1.9024,0.5945,26.2769,7,true,SO60408
16751,60409,12143,8,,1,20131118,20131125,20131130,38.98,3.1184,0.9745,43.0729,7,true,SO60409
16752,60410,1367,10,,1,20131118,20131125,20131130,21.49,1.7192,0.5373,23.7465,7,true,SO60410
16753,60411,8395,7,,1,20131118,20131125,20131130,89.97,7.1976,2.2493,99.4169,7,true,SO60411
16754,60412,7824,7,,1,20131118,20131125,20131130,39.98,3.1984,0.9995,44.1779,7,true,SO60412
16755,60413,4346,1,,1,20131118,20131125,20131130,39.99,3.1992,0.9998,44.189,7,true,SO60413
16756,60414,17253,4,,1,20131118,20131125,20131130,2482.23,198.5784,62.0558,2742.8642,7,true,SO60414
16757,60415,17993,1,,1,20131118,20131125,20131130,1764.96,141.1968,44.124,1950.2808,7,true,SO60415
16758,60416,12396,6,,1,20131118,20131125,20131130,561.97,44.9576,14.0493,620.9769,7,true,SO60416
16759,60417,1136,4,,1,20131118,20131125,20131130,726.27,58.1016,18.1568,802.5284,7,true,SO60417
16760,60418,9236,4,,1,20131118,20131125,20131130,2380.47,190.4376,59.5118,2630.4194,7,true,SO60418
16761,60419,13360,1,,1,20131118,20131125,20131130,2322.28,185.7824,58.057,2566.1194,7,true,SO60419
16762,60420,7166,6,,1,20131118,20131125,20131130,2329.98,186.3984,58.2495,2574.6279,7,true,SO60420
16763,60421,177,1,,1,20131118,20131125,20131130,2394.97,191.5976,59.8743,2646.4419,7,true,SO60421
16764,60422,4596,4,,1,20131118,20131125,20131130,2332.28,186.5824,58.307,2577.1694,7,true,SO60422
16765,60423,13858,8,,1,20131118,20131125,20131130,751.34,60.1072,18.7835,830.2307,7,true,SO60423
16766,60424,14556,8,,1,20131118,20131125,20131130,1249.84,99.9872,31.246,1381.0732,7,true,SO60424
16767,60425,16654,8,,1,20131118,20131125,20131130,1223.84,97.9072,30.596,1352.3432,7,true,SO60425
16768,60426,9053,9,,1,20131118,20131125,20131130,2520.27,201.6216,63.0068,2784.8984,7,true,SO60426
16769,60427,12437,9,,1,20131118,20131125,20131130,1735.98,138.8784,43.3995,1918.2579,7,true,SO60427
16770,60428,8680,9,,1,20131118,20131125,20131130,2478.34,198.2672,61.9585,2738.5657,7,true,SO60428
16771,60429,348,9,,1,20131118,20131125,20131130,2478.34,198.2672,61.9585,2738.5657,7,true,SO60429
16772,60430,5704,9,,1,20131118,20131125,20131130,1174.48,93.9584,29.362,1297.8004,7,true,SO60430
16773,60431,8870,9,,1,20131118,20131125,20131130,1147.77,91.8216,28.6943,1268.2859,7,true,SO60431
16774,60432,15754,9,,1,20131118,20131125,20131130,1120.49,89.6392,28.0123,1238.1415,7,true,SO60432
16775,60433,18987,9,,1,20131118,20131125,20131130,599.47,47.9576,14.9868,662.4144,7,true,SO60433
16776,60434,7638,9,,1,20131118,20131125,20131130,2419.06,193.5248,60.4765,2673.0613,7,true,SO60434
16777,60435,6308,9,,1,20131118,20131125,20131130,594.97,47.5976,14.8743,657.4419,7,true,SO60435
16778,60436,13444,6,,1,20131118,20131125,20131130,1264.84,101.1872,31.621,1397.6482,7,true,SO60436
16779,60437,18389,4,,1,20131118,20131125,20131130,2419.06,193.5248,60.4765,2673.0613,7,true,SO60437
16780,60438,6461,1,,1,20131118,20131125,20131130,2453.04,196.2432,61.326,2710.6092,7,true,SO60438
16781,60439,5756,4,,1,20131118,20131125,20131130,2384.07,190.7256,59.6018,2634.3974,7,true,SO60439
16782,60440,17282,4,,1,20131118,20131125,20131130,556.93,44.5544,13.9233,615.4077,7,true,SO60440
16783,60441,16499,6,,1,20131118,20131125,20131130,539.99,43.1992,13.4998,596.689,7,true,SO60441
16784,60442,13822,1,,1,20131118,20131125,20131130,539.99,43.1992,13.4998,596.689,7,true,SO60442
16785,60443,3196,6,,1,20131118,20131125,20131130,1120.49,89.6392,28.0123,1238.1415,7,true,SO60443
16786,60444,18110,1,,1,20131118,20131125,20131130,1179.97,94.3976,29.4993,1303.8669,7,true,SO60444
16787,60445,6232,6,,1,20131118,20131125,20131130,1155.48,92.4384,28.887,1276.8054,7,true,SO60445
16788,60446,18208,8,,1,20131118,20131125,20131130,1229.96,98.3968,30.749,1359.1058,7,true,SO60446
16789,60447,14635,7,,1,20131118,20131125,20131130,553.97,44.3176,13.8493,612.1369,7,true,SO60447
16790,60448,15011,8,,1,20131118,20131125,20131130,553.97,44.3176,13.8493,612.1369,7,true,SO60448
16791,60449,14023,10,,1,20131118,20131125,20131130,2428.05,194.244,60.7013,2682.9953,7,true,SO60449
16792,60450,12512,9,,1,20131118,20131125,20131130,839.48,67.1584,20.987,927.6254,7,true,SO60450
16793,60451,10898,9,,1,20131118,20131125,20131130,2419.06,193.5248,60.4765,2673.0613,7,true,SO60451
16794,60452,3550,9,,1,20131118,20131125,20131130,2419.06,193.5248,60.4765,2673.0613,7,true,SO60452
16795,60453,1416,10,,1,20131119,20131126,20131201,2344.96,187.5968,58.624,2591.1808,7,true,SO60453
16796,60454,10150,7,,1,20131119,20131126,20131201,2329.98,186.3984,58.2495,2574.6279,7,true,SO60454
16797,60455,9356,10,,1,20131119,20131126,20131201,2379.97,190.3976,59.4993,2629.8669,7,true,SO60455
16798,60456,14749,10,,1,20131119,20131126,20131201,2319.99,185.5992,57.9998,2563.589,7,true,SO60456
16799,60457,18651,10,,1,20131119,20131126,20131201,2297.28,183.7824,57.432,2538.4944,7,true,SO60457
16800,60458,17640,4,,1,20131119,20131126,20131201,7.95,0.636,0.1988,8.7848,7,true,SO60458
16801,60459,15481,9,,1,20131119,20131126,20131201,64.97,5.1976,1.6243,71.7919,7,true,SO60459
16802,60460,1680,9,,1,20131119,20131126,20131201,64.97,5.1976,1.6243,71.7919,7,true,SO60460
16803,60461,8441,9,,1,20131119,20131126,20131201,78.98,6.3184,1.9745,87.2729,7,true,SO60461
16804,60462,11940,9,,1,20131119,20131126,20131201,4.99,0.3992,0.1248,5.514,7,true,SO60462
16805,60463,4156,9,,1,20131119,20131126,20131201,6.28,0.5024,0.157,6.9394,7,true,SO60463
16806,60464,18666,9,,1,20131119,20131126,20131201,2.29,0.1832,0.0573,2.5305,7,true,SO60464
16807,60465,10715,9,,1,20131119,20131126,20131201,53.99,4.3192,1.3498,59.659,7,true,SO60465
16808,60466,18441,7,,1,20131119,20131126,20131201,2566.8,205.344,64.17,2836.314,7,true,SO60466
16809,60467,9299,7,,1,20131119,20131126,20131201,799.48,63.9584,19.987,883.4254,7,true,SO60467
16810,60468,2699,10,,1,20131119,20131126,20131201,839.46,67.1568,20.9865,927.6033,7,true,SO60468
16811,60469,8816,1,,1,20131119,20131126,20131201,53.98,4.3184,1.3495,59.6479,7,true,SO60469
16812,60470,8825,4,,1,20131119,20131126,20131201,27.77,2.2216,0.6943,30.6859,7,true,SO60470
16813,60471,15626,4,,1,20131119,20131126,20131201,60.47,4.8376,1.5118,66.8194,7,true,SO60471
16814,60472,5318,4,,1,20131119,20131126,20131201,96.07,7.6856,2.4018,106.1574,7,true,SO60472
16815,60473,4578,6,,1,20131119,20131126,20131201,32.6,2.608,0.815,36.023,7,true,SO60473
16816,60474,11994,6,,1,20131119,20131126,20131201,34.98,2.7984,0.8745,38.6529,7,true,SO60474
16817,60475,14280,6,,1,20131119,20131126,20131201,9.99,0.7992,0.2498,11.039,7,true,SO60475
16818,60476,3442,1,,1,20131119,20131126,20131201,69.97,5.5976,1.7493,77.3169,7,true,SO60476
16819,60477,11880,1,,1,20131119,20131126,20131201,119.98,9.5984,2.9995,132.5779,7,true,SO60477
16820,60478,16844,6,,1,20131119,20131126,20131201,69.99,5.5992,1.7498,77.339,7,true,SO60478
16821,60479,2367,1,,1,20131119,20131126,20131201,123.98,9.9184,3.0995,136.9979,7,true,SO60479
16822,60480,14985,6,,1,20131119,20131126,20131201,39.98,3.1984,0.9995,44.1779,7,true,SO60480
16823,60481,7333,1,,1,20131119,20131126,20131201,39.98,3.1984,0.9995,44.1779,7,true,SO60481
16824,60482,2330,1,,1,20131119,20131126,20131201,21.98,1.7584,0.5495,24.2879,7,true,SO60482
16825,60483,11905,4,,1,20131119,20131126,20131201,4.99,0.3992,0.1248,5.514,7,true,SO60483
16826,60484,388,8,,1,20131119,20131126,20131201,61.45,4.916,1.5363,67.9023,7,true,SO60484
16827,60485,12812,10,,1,20131119,20131126,20131201,37.97,3.0376,0.9493,41.9569,7,true,SO60485
16828,60486,4026,10,,1,20131119,20131126,20131201,69.99,5.5992,1.7498,77.339,7,true,SO60486
16829,60487,3362,10,,1,20131119,20131126,20131201,27.77,2.2216,0.6943,30.6859,7,true,SO60487
16830,60488,4815,10,,1,20131119,20131126,20131201,54.98,4.3984,1.3745,60.7529,7,true,SO60488
16831,60489,18681,7,,1,20131119,20131126,20131201,114.46,9.1568,2.8615,126.4783,7,true,SO60489
16832,60490,9265,10,,1,20131119,20131126,20131201,58.98,4.7184,1.4745,65.1729,7,true,SO60490
16833,60491,15044,1,,1,20131119,20131126,20131201,1764.96,141.1968,44.124,1950.2808,7,true,SO60491
16834,60492,8760,4,,1,20131119,20131126,20131201,2318.96,185.5168,57.974,2562.4508,7,true,SO60492
16835,60493,3186,6,,1,20131119,20131126,20131201,2331.95,186.556,58.2988,2576.8048,7,true,SO60493
16836,60494,14527,1,,1,20131119,20131126,20131201,2444.96,195.5968,61.124,2701.6808,7,true,SO60494
16837,60495,9479,4,,1,20131119,20131126,20131201,2351.96,188.1568,58.799,2598.9158,7,true,SO60495
16838,60496,7013,1,,1,20131119,20131126,20131201,2389.96,191.1968,59.749,2640.9058,7,true,SO60496
16839,60497,17422,4,,1,20131119,20131126,20131201,2398.47,191.8776,59.9618,2650.3094,7,true,SO60497
16840,60498,14811,4,,1,20131119,20131126,20131201,2354.99,188.3992,58.8748,2602.264,7,true,SO60498
16841,60499,16989,7,,1,20131119,20131126,20131201,777.34,62.1872,19.4335,858.9607,7,true,SO60499
16842,60500,7009,9,,1,20131119,20131126,20131201,1700.99,136.0792,42.5248,1879.594,7,true,SO60500
16843,60501,11051,9,,1,20131119,20131126,20131201,2514.93,201.1944,62.8733,2778.9977,7,true,SO60501
16844,60502,4115,9,,1,20131119,20131126,20131201,2443.35,195.468,61.0838,2699.9018,7,true,SO60502
16845,60503,7369,9,,1,20131119,20131126,20131201,588.96,47.1168,14.724,650.8008,7,true,SO60503
16846,60504,18342,9,,1,20131119,20131126,20131201,1155.48,92.4384,28.887,1276.8054,7,true,SO60504
16847,60505,16326,9,,1,20131119,20131126,20131201,2344.26,187.5408,58.6065,2590.4073,7,true,SO60505
16848,60506,13913,9,,1,20131119,20131126,20131201,539.99,43.1992,13.4998,596.689,7,true,SO60506
16849,60507,12833,4,,1,20131119,20131126,20131201,2393.06,191.4448,59.8265,2644.3313,7,true,SO60507
16850,60508,13076,6,,1,20131119,20131126,20131201,2393.06,191.4448,59.8265,2644.3313,7,true,SO60508
16851,60509,11963,6,,1,20131119,20131126,20131201,561.48,44.9184,14.037,620.4354,7,true,SO60509
16852,60510,1727,1,,1,20131119,20131126,20131201,607.96,48.6368,15.199,671.7958,7,true,SO60510
16853,60511,9995,4,,1,20131119,20131126,20131201,612.95,49.036,15.3238,677.3098,7,true,SO60511
16854,60512,6987,1,,1,20131119,20131126,20131201,1120.49,89.6392,28.0123,1238.1415,7,true,SO60512
16855,60513,3943,1,,1,20131119,20131126,20131201,1170.48,93.6384,29.262,1293.3804,7,true,SO60513
16856,60514,12705,4,,1,20131119,20131126,20131201,1149.47,91.9576,28.7368,1270.1644,7,true,SO60514
16857,60515,18278,8,,1,20131119,20131126,20131201,539.99,43.1992,13.4998,596.689,7,true,SO60515
16858,60516,12235,10,,1,20131119,20131126,20131201,607.96,48.6368,15.199,671.7958,7,true,SO60516
16859,60517,548,7,,1,20131119,20131126,20131201,2483.03,198.6424,62.0758,2743.7482,7,true,SO60517
16860,60518,9407,9,,1,20131119,20131126,20131201,2419.06,193.5248,60.4765,2673.0613,7,true,SO60518
16861,60519,5306,7,,1,20131120,20131127,20131202,2338.97,187.1176,58.4743,2584.5619,7,true,SO60519
16862,60520,4182,8,,1,20131120,20131127,20131202,2294.99,183.5992,57.3748,2535.964,7,true,SO60520
16863,60521,15335,7,,1,20131120,20131127,20131202,2398.95,191.916,59.9738,2650.8398,7,true,SO60521
16864,60522,5051,1,,1,20131120,20131127,20131202,120,9.6,3,132.6,7,true,SO60522
16865,60523,1380,9,,1,20131120,20131127,20131202,27.28,2.1824,0.682,30.1444,7,true,SO60523
16866,60524,12074,9,,1,20131120,20131127,20131202,27.28,2.1824,0.682,30.1444,7,true,SO60524
16867,60525,18391,9,,1,20131120,20131127,20131202,12.94,1.0352,0.3235,14.2987,7,true,SO60525
16868,60526,3234,9,,1,20131120,20131127,20131202,58.98,4.7184,1.4745,65.1729,7,true,SO60526
16869,60527,6490,9,,1,20131120,20131127,20131202,8.99,0.7192,0.2248,9.934,7,true,SO60527
16870,60528,16175,7,,1,20131120,20131127,20131202,2304.98,184.3984,57.6245,2547.0029,7,true,SO60528
16871,60529,6782,8,,1,20131120,20131127,20131202,1750.98,140.0784,43.7745,1934.8329,7,true,SO60529
16872,60530,12792,8,,1,20131120,20131127,20131202,594.92,47.5936,14.873,657.3866,7,true,SO60530
16873,60531,11513,6,,1,20131120,20131127,20131202,2.29,0.1832,0.0573,2.5305,7,true,SO60531
16874,60532,15512,1,,1,20131120,20131127,20131202,67.59,5.4072,1.6898,74.687,7,true,SO60532
16875,60533,11756,4,,1,20131120,20131127,20131202,29.99,2.3992,0.7498,33.139,7,true,SO60533
16876,60534,16761,6,,1,20131120,20131127,20131202,128.95,10.316,3.2238,142.4898,7,true,SO60534
16877,60535,13102,6,,1,20131120,20131127,20131202,68.97,5.5176,1.7243,76.2119,7,true,SO60535
16878,60536,3940,4,,1,20131120,20131127,20131202,74.46,5.9568,1.8615,82.2783,7,true,SO60536
16879,60537,12190,1,,1,20131120,20131127,20131202,69.99,5.5992,1.7498,77.339,7,true,SO60537
16880,60538,14949,4,,1,20131120,20131127,20131202,77.96,6.2368,1.949,86.1458,7,true,SO60538
16881,60539,12150,1,,1,20131120,20131127,20131202,84.47,6.7576,2.1118,93.3394,7,true,SO60539
16882,60540,3911,6,,1,20131120,20131127,20131202,76.97,6.1576,1.9243,85.0519,7,true,SO60540
16883,60541,2614,10,,1,20131120,20131127,20131202,74.98,5.9984,1.8745,82.8529,7,true,SO60541
16884,60542,18972,8,,1,20131120,20131127,20131202,77.96,6.2368,1.949,86.1458,7,true,SO60542
16885,60543,18046,10,,1,20131120,20131127,20131202,38.98,3.1184,0.9745,43.0729,7,true,SO60543
16886,60544,239,7,,1,20131120,20131127,20131202,39.98,3.1984,0.9995,44.1779,7,true,SO60544
16887,60545,15564,6,,1,20131120,20131127,20131202,39.99,3.1992,0.9998,44.189,7,true,SO60545
16888,60546,7578,4,,1,20131120,20131127,20131202,39.99,3.1992,0.9998,44.189,7,true,SO60546
16889,60547,15573,6,,1,20131120,20131127,20131202,71.97,5.7576,1.7993,79.5269,7,true,SO60547
16890,60548,1677,6,,1,20131120,20131127,20131202,2304.98,184.3984,57.6245,2547.0029,7,true,SO60548
16891,60549,16398,4,,1,20131120,20131127,20131202,2354.98,188.3984,58.8745,2602.2529,7,true,SO60549
16892,60550,15438,6,,1,20131120,20131127,20131202,2367.92,189.4336,59.198,2616.5516,7,true,SO60550
16893,60551,17043,1,,1,20131120,20131127,20131202,2319.26,185.5408,57.9815,2562.7823,7,true,SO60551
16894,60552,9435,9,,1,20131120,20131127,20131202,1164.47,93.1576,29.1118,1286.7394,7,true,SO60552
16895,60553,14460,9,,1,20131120,20131127,20131202,589.47,47.1576,14.7368,651.3644,7,true,SO60553
16896,60554,6374,1,,1,20131120,20131127,20131202,548.98,43.9184,13.7245,606.6229,7,true,SO60554
16897,60555,17380,4,,1,20131120,20131127,20131202,1120.49,89.6392,28.0123,1238.1415,7,true,SO60555
16898,60556,12922,1,,1,20131120,20131127,20131202,1204.46,96.3568,30.1115,1330.9283,7,true,SO60556
16899,60557,18057,1,,1,20131120,20131127,20131202,1725.48,138.0384,43.137,1906.6554,7,true,SO60557
16900,60558,12073,10,,1,20131120,20131127,20131202,588.96,47.1168,14.724,650.8008,7,true,SO60558
16901,60559,8977,10,,1,20131120,20131127,20131202,553.97,44.3176,13.8493,612.1369,7,true,SO60559
16902,60560,3020,7,,1,20131120,20131127,20131202,2419.06,193.5248,60.4765,2673.0613,7,true,SO60560
16903,60561,17913,7,,1,20131120,20131127,20131202,2419.06,193.5248,60.4765,2673.0613,7,true,SO60561
16904,60562,7707,7,,1,20131121,20131128,20131203,2369.96,189.5968,59.249,2618.8058,7,true,SO60562
16905,60563,13511,1,,1,20131121,20131128,20131203,8.99,0.7192,0.2248,9.934,7,true,SO60563
16906,60564,13029,1,,1,20131121,20131128,20131203,49.99,3.9992,1.2498,55.239,7,true,SO60564
16907,60565,5517,6,,1,20131121,20131128,20131203,74.48,5.9584,1.862,82.3004,7,true,SO60565
16908,60566,4373,4,,1,20131121,20131128,20131203,34.99,2.7992,0.8748,38.664,7,true,SO60566
16909,60567,1456,9,,1,20131121,20131128,20131203,31.27,2.5016,0.7818,34.5534,7,true,SO60567
16910,60568,13683,9,,1,20131121,20131128,20131203,69.99,5.5992,1.7498,77.339,7,true,SO60568
16911,60569,8508,9,,1,20131121,20131128,20131203,120,9.6,3,132.6,7,true,SO60569
16912,60570,13545,10,,1,20131121,20131128,20131203,1735.98,138.8784,43.3995,1918.2579,7,true,SO60570
16913,60571,3698,8,,1,20131121,20131128,20131203,1714.97,137.1976,42.8743,1895.0419,7,true,SO60571
16914,60572,530,10,,1,20131121,20131128,20131203,1744.97,139.5976,43.6243,1928.1919,7,true,SO60572
16915,60573,10165,8,,1,20131121,20131128,20131203,572.26,45.7808,14.3065,632.3473,7,true,SO60573
16916,60574,18120,8,,1,20131121,20131128,20131203,826.46,66.1168,20.6615,913.2383,7,true,SO60574
16917,60575,2746,4,,1,20131121,20131128,20131203,98.49,7.8792,2.4623,108.8315,7,true,SO60575
16918,60576,16628,4,,1,20131121,20131128,20131203,62.98,5.0384,1.5745,69.5929,7,true,SO60576
16919,60577,3391,6,,1,20131121,20131128,20131203,63.97,5.1176,1.5993,70.6869,7,true,SO60577
16920,60578,16845,1,,1,20131121,20131128,20131203,47.96,3.8368,1.199,52.9958,7,true,SO60578
16921,60579,12069,1,,1,20131121,20131128,20131203,32.6,2.608,0.815,36.023,7,true,SO60579
16922,60580,18570,6,,1,20131121,20131128,20131203,29.99,2.3992,0.7498,33.139,7,true,SO60580
16923,60581,13540,6,,1,20131121,20131128,20131203,94.46,7.5568,2.3615,104.3783,7,true,SO60581
16924,60582,8322,4,,1,20131121,20131128,20131203,73.96,5.9168,1.849,81.7258,7,true,SO60582
16925,60583,241,6,,1,20131121,20131128,20131203,9.99,0.7992,0.2498,11.039,7,true,SO60583
16926,60584,17515,4,,1,20131121,20131128,20131203,23.97,1.9176,0.5993,26.4869,7,true,SO60584
16927,60585,10868,6,,1,20131121,20131128,20131203,119.98,9.5984,2.9995,132.5779,7,true,SO60585
16928,60586,17637,4,,1,20131121,20131128,20131203,69.99,5.5992,1.7498,77.339,7,true,SO60586
16929,60587,15431,6,,1,20131121,20131128,20131203,4.99,0.3992,0.1248,5.514,7,true,SO60587
16930,60588,14057,4,,1,20131121,20131128,20131203,4.99,0.3992,0.1248,5.514,7,true,SO60588
16931,60589,15209,4,,1,20131121,20131128,20131203,13.98,1.1184,0.3495,15.4479,7,true,SO60589
16932,60590,6293,1,,1,20131121,20131128,20131203,123.98,9.9184,3.0995,136.9979,7,true,SO60590
16933,60591,6496,4,,1,20131121,20131128,20131203,78.98,6.3184,1.9745,87.2729,7,true,SO60591
16934,60592,1614,6,,1,20131121,20131128,20131203,166.28,13.3024,4.157,183.7394,7,true,SO60592
16935,60593,5533,1,,1,20131121,20131128,20131203,39.98,3.1984,0.9995,44.1779,7,true,SO60593
16936,60594,7110,4,,1,20131121,20131128,20131203,75.97,6.0776,1.8993,83.9469,7,true,SO60594
16937,60595,13802,6,,1,20131121,20131128,20131203,76.96,6.1568,1.924,85.0408,7,true,SO60595
16938,60596,1919,8,,1,20131121,20131128,20131203,86.95,6.956,2.1738,96.0798,7,true,SO60596
16939,60597,18344,8,,1,20131121,20131128,20131203,23.78,1.9024,0.5945,26.2769,7,true,SO60597
16940,60598,12566,10,,1,20131121,20131128,20131203,3.99,0.3192,0.0998,4.409,7,true,SO60598
16941,60599,7664,7,,1,20131121,20131128,20131203,38.98,3.1184,0.9745,43.0729,7,true,SO60599
16942,60600,8995,7,,1,20131121,20131128,20131203,59.98,4.7984,1.4995,66.2779,7,true,SO60600
16943,60601,2178,1,,1,20131121,20131128,20131203,76.95,6.156,1.9238,85.0298,7,true,SO60601
16944,60602,3416,4,,1,20131121,20131128,20131203,56.97,4.5576,1.4243,62.9519,7,true,SO60602
16945,60603,5845,1,,1,20131121,20131128,20131203,777.44,62.1952,19.436,859.0712,7,true,SO60603
16946,60604,7303,4,,1,20131121,20131128,20131203,2365.23,189.2184,59.1308,2613.5792,7,true,SO60604
16947,60605,16616,1,,1,20131121,20131128,20131203,2316.97,185.3576,57.9243,2560.2519,7,true,SO60605
16948,60606,18225,7,,1,20131121,20131128,20131203,777.34,62.1872,19.4335,858.9607,7,true,SO60606
16949,60607,4617,9,,1,20131121,20131128,20131203,1700.99,136.0792,42.5248,1879.594,7,true,SO60607
16950,60608,10437,9,,1,20131121,20131128,20131203,1700.99,136.0792,42.5248,1879.594,7,true,SO60608
16951,60609,10449,9,,1,20131121,20131128,20131203,2452.34,196.1872,61.3085,2709.8357,7,true,SO60609
16952,60610,4556,9,,1,20131121,20131128,20131203,1120.49,89.6392,28.0123,1238.1415,7,true,SO60610
16953,60611,15217,9,,1,20131121,20131128,20131203,556.93,44.5544,13.9233,615.4077,7,true,SO60611
16954,60612,8572,9,,1,20131121,20131128,20131203,2419.06,193.5248,60.4765,2673.0613,7,true,SO60612
16955,60613,2484,9,,1,20131121,20131128,20131203,2482.04,198.5632,62.051,2742.6542,7,true,SO60613
16956,60614,9466,9,,1,20131121,20131128,20131203,2349.98,187.9984,58.7495,2596.7279,7,true,SO60614
16957,60615,5959,4,,1,20131121,20131128,20131203,777.34,62.1872,19.4335,858.9607,7,true,SO60615
16958,60616,10370,1,,1,20131121,20131128,20131203,539.99,43.1992,13.4998,596.689,7,true,SO60616
16959,60617,7764,4,,1,20131121,20131128,20131203,571.72,45.7376,14.293,631.7506,7,true,SO60617
16960,60618,13788,4,,1,20131121,20131128,20131203,1120.49,89.6392,28.0123,1238.1415,7,true,SO60618
16961,60619,6194,4,,1,20131121,20131128,20131203,1170.48,93.6384,29.262,1293.3804,7,true,SO60619
16962,60620,11517,10,,1,20131121,20131128,20131203,1120.49,89.6392,28.0123,1238.1415,7,true,SO60620
16963,60621,18715,7,,1,20131121,20131128,20131203,1151.76,92.1408,28.794,1272.6948,7,true,SO60621
16964,60622,17013,7,,1,20131121,20131128,20131203,563.77,45.1016,14.0943,622.9659,7,true,SO60622
16965,60623,13307,10,,1,20131121,20131128,20131203,553.97,44.3176,13.8493,612.1369,7,true,SO60623
16966,60624,12231,8,,1,20131121,20131128,20131203,2452.04,196.1632,61.301,2709.5042,7,true,SO60624
16967,60625,8193,10,,1,20131121,20131128,20131203,2422.54,193.8032,60.5635,2676.9067,7,true,SO60625
16968,60626,4770,10,,1,20131121,20131128,20131203,2398.05,191.844,59.9513,2649.8453,7,true,SO60626
16969,60627,1977,9,,1,20131121,20131128,20131203,815.81,65.2648,20.3953,901.4701,7,true,SO60627
16970,60628,689,9,,1,20131121,20131128,20131203,2384.07,190.7256,59.6018,2634.3974,7,true,SO60628
16971,60629,3610,9,,1,20131121,20131128,20131203,2393.06,191.4448,59.8265,2644.3313,7,true,SO60629
16972,60630,11434,9,,1,20131121,20131128,20131203,2438.06,195.0448,60.9515,2694.0563,7,true,SO60630
16973,60631,9467,10,,1,20131122,20131129,20131204,2338.97,187.1176,58.4743,2584.5619,7,true,SO60631
16974,60632,16758,7,,1,20131122,20131129,20131204,2304.98,184.3984,57.6245,2547.0029,7,true,SO60632
16975,60633,3470,7,,1,20131122,20131129,20131204,2344.96,187.5968,58.624,2591.1808,7,true,SO60633
16976,60634,11412,8,,1,20131122,20131129,20131204,2304.98,184.3984,57.6245,2547.0029,7,true,SO60634
16977,60635,10295,6,,1,20131122,20131129,20131204,8.99,0.7192,0.2248,9.934,7,true,SO60635
16978,60636,5821,4,,1,20131122,20131129,20131204,8.99,0.7192,0.2248,9.934,7,true,SO60636
16979,60637,7876,9,,1,20131122,20131129,20131204,31.27,2.5016,0.7818,34.5534,7,true,SO60637
16980,60638,15485,6,,1,20131122,20131129,20131204,59.48,4.7584,1.487,65.7254,7,true,SO60638
16981,60639,9753,9,,1,20131122,20131129,20131204,27.28,2.1824,0.682,30.1444,7,true,SO60639
